student_id,at_risk,total_logins,avg_session_duration,total_page_views,total_forum_posts,total_assignments,avg_quiz_score,total_video_time,total_downloads,days_active,engagement_trend,login_consistency,session_consistency,quiz_improvement,pages_per_session,posts_per_login,login_rate,assignment_rate
STU_0001,0,198,46.741852314555665,1896,140,62,78.67062098272012,1881.9735602397488,221,77,1.4137931034482758,1.3320796110689344,47.77923105330658,-2.330187641252536,9.575757575757576,0.7070707070707071,2.5714285714285716,0.8051948051948052
STU_0002,0,251,37.08118112403564,2007,155,67,78.34097221876691,1573.5653783875732,226,80,0.7222222222222222,1.2998904530280306,35.704387450905166,-0.9693221600251434,7.99601593625498,0.6175298804780877,3.1375,0.8375
STU_0003,0,228,40.4398311228137,1898,141,69,78.2784400511785,1339.7146248418683,218,76,0.813953488372093,1.3662601021279464,39.80819088643591,-1.3520509378425345,8.324561403508772,0.618421052631579,3.0,0.9078947368421053
STU_0004,1,131,12.081181782563705,362,24,18,54.8630607060261,1280.9912652056498,132,45,1.1944444444444444,1.3621877827801698,9.483330448666281,-12.038154019914721,2.763358778625954,0.183206106870229,2.911111111111111,0.4
STU_0005,0,218,44.44867564442018,2026,149,66,80.58267104323,1250.0842983548087,221,79,0.8936170212765957,1.3794758375911809,37.147809557155966,-10.761758706517597,9.293577981651376,0.6834862385321101,2.759493670886076,0.8354430379746836
STU_0006,0,232,38.17640270951256,1949,164,70,78.60533632796945,1582.8328652141863,233,79,1.0714285714285714,1.2335249901525047,34.91748706385853,-6.235577807429365,8.400862068965518,0.7068965517241379,2.9367088607594938,0.8860759493670886
STU_0007,0,218,41.67009096456463,1757,142,56,79.61666042665506,1125.99707149901,217,68,0.8695652173913043,1.6800748342377958,44.736161573661015,6.504312530004185,8.059633027522937,0.6513761467889908,3.2058823529411766,0.8235294117647058
STU_0008,0,208,50.99017574610757,1815,175,65,77.06859987021593,1397.2413147744232,236,75,0.875,1.3108005943690275,49.377108521192056,-9.228781266083672,8.725961538461538,0.8413461538461539,2.7733333333333334,0.8666666666666667
STU_0009,0,259,46.121075648175605,1989,156,71,78.00060146162683,1420.3674336057973,247,79,0.9361702127659575,1.3581351171476754,43.230405040731036,-5.181233668099438,7.67953667953668,0.6023166023166023,3.278481012658228,0.8987341772151899
STU_0010,1,109,18.124253745645987,311,17,16,56.91435562035239,780.6792196511371,113,38,1.28125,1.2119016245772252,15.833122220418973,17.084447793594727,2.853211009174312,0.1559633027522936,2.8684210526315788,0.42105263157894735
STU_0011,0,246,45.70342365612508,1983,177,59,79.1265959585361,1796.6352913565913,229,78,0.8679245283018868,1.5380618861522986,42.73482116570981,2.121752137351237,8.060975609756097,0.7195121951219512,3.1538461538461537,0.7564102564102564
STU_0012,0,274,47.27064876262356,1992,168,63,77.73050843331073,1503.0602819347616,239,81,1.0930232558139534,1.4711211815700969,44.16384636121575,-9.006464805455352,7.2700729927007295,0.6131386861313869,3.382716049382716,0.7777777777777778
STU_0013,1,133,13.652442673203163,348,15,18,53.55544064902282,739.1548254853886,116,42,0.5849056603773585,1.528855249519633,12.16331512747945,-1.6985326008887682,2.6165413533834587,0.11278195488721804,3.1666666666666665,0.42857142857142855
STU_0014,0,223,53.15735800221014,2013,167,58,78.2559496805639,1839.1247041868737,241,79,0.9722222222222222,1.4654962725624772,52.46725240088055,-4.605882878361143,9.026905829596412,0.7488789237668162,2.8227848101265822,0.7341772151898734
STU_0015,0,215,46.92449913174853,1737,148,61,80.50234421184912,1435.751856651202,204,71,0.7547169811320755,1.42399669929308,43.06453536354325,-13.17840753557131,8.07906976744186,0.6883720930232559,3.028169014084507,0.8591549295774648
STU_0016,0,219,40.067143168362165,1899,139,66,77.29096245404918,1601.5473709391904,228,76,0.75,1.37566570806678,38.71347590236345,6.90764937774243,8.67123287671233,0.634703196347032,2.8815789473684212,0.868421052631579
STU_0017,0,224,37.94125769379105,1932,162,67,77.5313892710703,1386.128005511364,217,79,1.0571428571428572,1.3999118996715239,32.124527797529666,4.26685215369946,8.625,0.7232142857142857,2.8354430379746836,0.8481012658227848
STU_0018,0,207,34.97452527892223,1867,161,68,78.44059597286021,1543.5223533422447,239,76,0.9512195121951219,1.228534999751344,38.648081642897125,2.921266648725492,9.019323671497585,0.7777777777777778,2.723684210526316,0.8947368421052632
STU_0019,0,241,43.13699169163424,1841,132,61,76.32906692812206,1553.3863069208203,235,74,1.186046511627907,1.4244519331606909,38.50867079213443,-7.790353724583497,7.639004149377594,0.5477178423236515,3.2567567567567566,0.8243243243243243
STU_0020,0,211,54.06330671399711,2013,179,71,79.38817104427173,1757.6598173380687,245,81,0.9545454545454546,1.2214644115331301,52.4047258485472,1.1151081877337958,9.540284360189574,0.8483412322274881,2.6049382716049383,0.8765432098765432
STU_0021,0,225,36.00845623708987,1938,147,64,77.14158961150451,1446.628041514985,241,76,0.7954545454545454,1.3509580745893799,31.814542113166574,3.35184348707692,8.613333333333333,0.6533333333333333,2.960526315789474,0.8421052631578947
STU_0022,0,216,38.29207248296175,1954,167,73,78.77070581731164,1610.2416846757378,221,77,0.8974358974358975,1.2673943539379173,37.63208240594776,-4.307138773468452,9.046296296296296,0.7731481481481481,2.8051948051948052,0.948051948051948
STU_0023,1,136,14.71970980031656,279,25,17,53.00227297009325,785.5913337460688,110,39,1.3333333333333333,1.553803395945691,13.858981897483478,-19.45348657488495,2.051470588235294,0.18382352941176472,3.4871794871794872,0.4358974358974359
STU_0024,1,145,16.081560231819523,410,19,23,57.438219048139274,1083.7953736425065,144,50,0.9285714285714286,1.4880476182856899,14.015413697791445,-9.582237939896153,2.8275862068965516,0.1310344827586207,2.9,0.46
STU_0025,0,219,47.55367955119248,1915,139,66,76.9432657632834,1527.1738521922937,248,75,0.9285714285714286,1.421457189133933,50.60718535792835,7.694772988982123,8.744292237442922,0.634703196347032,2.92,0.88
STU_0026,0,263,58.91485594435795,2090,172,77,79.45517750185068,1766.3923698792141,221,82,0.8431372549019608,1.4119228188437127,62.16983038284946,20.633569184350847,7.946768060836502,0.6539923954372624,3.207317073170732,0.9390243902439024
STU_0027,0,205,44.4435953641787,1839,132,62,78.180129472472,1487.233291319307,216,73,1.0555555555555556,1.197886266241213,39.12251861138012,6.179360639363807,8.970731707317073,0.6439024390243903,2.808219178082192,0.8493150684931506
STU_0028,1,137,13.356005098765136,336,25,24,53.31615013479329,735.5538283674639,130,43,0.8076923076923077,1.5924795573702994,10.527614761963797,-4.934664326059568,2.4525547445255476,0.18248175182481752,3.186046511627907,0.5581395348837209
STU_0029,0,226,43.00921306148451,2014,153,64,78.2644308469413,1694.7766391017449,216,78,1.0,1.2230443556296293,34.04781914000533,-12.103468924658785,8.91150442477876,0.6769911504424779,2.8974358974358974,0.8205128205128205
STU_0030,0,224,47.60983934656931,1908,163,66,79.46733977088036,1163.8438259133643,219,76,1.0,1.5046127904290874,44.40517444003845,-2.1603963591002042,8.517857142857142,0.7276785714285714,2.9473684210526314,0.868421052631579
STU_0031,1,187,19.003206030763153,470,24,22,56.56670669224529,1081.3311658286639,171,56,1.2093023255813953,1.7297060781771907,16.881775391870853,-4.771862942698043,2.513368983957219,0.12834224598930483,3.3392857142857144,0.39285714285714285
STU_0032,0,232,45.89839698781718,2012,173,64,77.46483179263323,1425.1114771491034,256,80,1.0,1.3925661586901765,42.13209700053803,-0.06924585617703372,8.672413793103448,0.7456896551724138,2.9,0.8
STU_0033,0,241,52.389386267555594,2113,163,71,77.80604407069114,1627.1619824046113,243,80,0.7608695652173914,1.326399428165579,50.33540062174202,5.856203286521563,8.767634854771785,0.6763485477178424,3.0125,0.8875
STU_0034,0,218,57.134894500041504,1759,167,62,79.03266034936269,1353.4565046062799,239,72,1.0638297872340425,1.3938721244136876,64.871441107434,4.116759989256977,8.068807339449542,0.7660550458715596,3.0277777777777777,0.8611111111111112
STU_0035,0,229,46.992790153993816,1881,150,62,80.31351215804834,1583.2564412410416,208,76,0.9791666666666666,1.399937341956242,48.70663866022013,-9.522255395051602,8.213973799126638,0.6550218340611353,3.013157894736842,0.8157894736842105
STU_0036,0,224,38.02888508131917,1884,147,65,76.89897380143849,1285.5527553202176,210,74,1.0,1.413951743697821,34.3056270164694,3.7251980715443977,8.410714285714286,0.65625,3.027027027027027,0.8783783783783784
STU_0037,0,236,47.49016152031024,2002,152,71,76.97712563774122,1749.539237207581,226,80,0.9743589743589743,1.3585174346518947,44.50216319755971,0.17560601055924963,8.483050847457626,0.6440677966101694,2.95,0.8875
STU_0038,0,206,47.77727022518952,2031,154,64,79.85396525457463,1596.4203210641208,219,77,0.8918918918918919,1.3222942426901572,50.027195979169385,-0.5144879384085499,9.859223300970873,0.7475728155339806,2.675324675324675,0.8311688311688312
STU_0039,0,233,44.987907489201184,1922,152,73,79.88541942917571,1868.1793969949456,234,80,1.1,1.5846874067825463,39.75023143806835,-8.141143532171228,8.24892703862661,0.6523605150214592,2.9125,0.9125
STU_0040,0,246,37.41291443355981,2070,167,66,78.38404698692918,1219.8050377936815,252,81,1.125,1.552775293180282,34.91691472950981,-15.15740457879933,8.414634146341463,0.6788617886178862,3.037037037037037,0.8148148148148148
STU_0041,0,229,46.3747206051197,1857,164,66,75.10626666181709,1663.6641987659543,233,76,1.3870967741935485,1.3999373419562418,44.318995094262256,15.518915628018803,8.109170305676855,0.7161572052401747,3.013157894736842,0.868421052631579
STU_0042,1,98,13.81245526053839,275,13,12,52.17169674293688,808.9009333974626,106,33,0.8478260869565217,1.3803271461153803,11.78414604983321,-14.052553649363553,2.806122448979592,0.1326530612244898,2.9696969696969697,0.36363636363636365
STU_0043,0,235,46.8011103618538,1913,151,64,78.09767283980801,1345.4047293488413,229,76,0.75,1.5247087728826332,46.10775383502674,5.82375858352755,8.140425531914893,0.6425531914893617,3.0921052631578947,0.8421052631578947
STU_0044,1,131,16.00468919232507,350,13,23,53.22419384495279,671.2452310753202,137,45,0.9523809523809523,1.2214414402332978,12.488105346609176,-11.579077338276505,2.6717557251908395,0.09923664122137404,2.911111111111111,0.5111111111111111
STU_0045,0,231,44.71160809104874,1971,137,62,77.14459351414567,1552.2082321340747,227,76,1.0,1.3898756728444854,39.728709188355886,-10.21703915208731,8.532467532467532,0.5930735930735931,3.039473684210526,0.8157894736842105
STU_0046,0,250,45.69440387004738,2015,180,72,77.81375593316447,1970.2400317427969,232,80,0.9069767441860465,1.2864926315915068,47.91065615233684,1.3506365961703182,8.06,0.72,3.125,0.9
STU_0047,0,238,49.87098448595627,1954,127,67,79.23176264617697,1416.2781569258796,248,77,1.3611111111111112,1.3296400203559076,42.09336085075748,6.499095980813124,8.210084033613445,0.5336134453781513,3.090909090909091,0.8701298701298701
STU_0048,0,232,46.36707974526077,1848,175,62,75.69754882725466,1556.7224503433083,231,78,1.175,1.4856399991674314,38.97279487311277,-7.125999502710471,7.9655172413793105,0.7543103448275862,2.9743589743589745,0.7948717948717948
STU_0049,0,234,40.8585279999593,1829,154,62,77.8713694019561,1766.2845922149827,223,74,1.0612244897959184,1.671903410618897,37.783551365914214,-14.6144838362288,7.816239316239316,0.6581196581196581,3.1621621621621623,0.8378378378378378
STU_0050,0,251,61.00230913298793,2050,153,65,77.71907567182298,1893.9989647247928,241,81,1.0,1.3838798563423498,64.44379307635066,-5.110012383720672,8.167330677290837,0.6095617529880478,3.0987654320987654,0.8024691358024691
STU_0051,0,219,44.1280856580905,1689,121,59,75.6571899167044,1823.3261155749146,216,68,0.8571428571428571,1.691467509407708,42.76639759758509,-5.689654395778106,7.712328767123288,0.5525114155251142,3.2205882352941178,0.8676470588235294
